type,gene.name,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Endogenous,COL1A1,NM_000088.3,83589.05555555556,1.3833471975478813,0.4317709546010452,3.2038912826502863,0.0013558366422893279,0.019643865770843053
Endogenous,WNT2,NM_003391.2,222.55555555555554,-0.812929406868974,0.2574739422867807,-3.157326911021984,0.001592227324497466,0.0221041265143662
Endogenous,WNT5A,NM_003392.3,499.3703703703704,-0.7260934132012519,0.23034236998387758,-3.1522355754699993,0.001620254971977136,0.0221041265143662
Endogenous,COL1A2,NM_000089.3,19309.64814814815,1.274820069882683,0.40469056907957945,3.150110645726461,0.0016320863878986282,0.0221041265143662
Endogenous,ITGA8,NM_003638.1,99.72222222222223,0.9944715725670705,0.3227558345023241,3.081188521659117,0.0020617606428722517,0.027329295329987506
Endogenous,IGFBP3,NM_000598.4,4924.888888888889,0.6981637384102106,0.2284050062144666,3.0566919262472396,0.00223794157595083,0.029046616704528478
Endogenous,COL3A1,NM_000090.3,87970,1.150911745437769,0.3802337005620366,3.0268536001321467,0.0024711360919580814,0.03141873031203846
Endogenous,LIG4,NM_002312.3,383.9074074074074,-0.3935492028463518,0.13292237131509554,-2.960744673396131,0.0030689624552299225,0.03823927219216484
Endogenous,CDKN1A,NM_000389.2,1359.351851851852,0.6080198652332338,0.20973484429943712,2.898993094181183,0.0037436313964343913,0.04573102666624756
Endogenous,APC,NM_000038.3,388.27777777777777,0.3632389794918029,0.12602936566037093,2.882177321043368,0.003949374123075753,0.047316539974542195
Endogenous,SF3B1,NM_001005526.1,2706.1481481481483,-0.41719135538481966,0.14538876191144778,-2.86948832839583,0.004111365058599213,0.04832793266994924
Endogenous,PROM1,NM_006017.1,1367.388888888889,-1.2766834089340533,0.4467086713686363,-2.857977672612715,0.0042635038988653095,0.049188202388760885
Endogenous,HES1,NM_005524.2,1271.1296296296296,0.5758365799902281,0.20207903649188821,2.8495611914368126,0.0043779583405676266,0.049590328112247846
Endogenous,OSM,NM_020530.3,123.5,0.7050450663348095,0.2488042080513076,2.833734492904627,0.004600753956250564,0.05057508019027807
Endogenous,ID1,NM_002165.2,1080.4444444444443,0.7230405956530069,0.2553201022712984,2.83189842562697,0.004627254527842456,0.05057508019027807
Housekeeping,SF3A3,NM_006802.2,1983.2777777777778,0.3780221649709202,0.1337900709796666,2.825487438663307,0.004720873896854375,0.050708697202418544
Endogenous,PRKACB,NM_182948.2,423.18518518518516,0.5270558844956461,0.1880943531109661,2.8020824430848807,0.005077389655750094,0.053613792466649296
Endogenous,MAP3K14,NM_003954.1,613.6851851851852,0.4673084461828855,0.16714396988147592,2.7958438854495338,0.005176439838580326,0.05374870032392572
Endogenous,EFNA3,NM_004952.4,396.6296296296296,-0.6670153491677983,0.24070080944412245,-2.7711387872280615,0.005586061164034192,0.05705108369169347
Endogenous,DTX1,NM_004416.2,99.81481481481481,0.727035658627535,0.26299880061856545,2.76440674602914,0.005702640478949141,0.05730233900621476
Endogenous,GAS1,NM_002048.2,1084.5,0.7071725819082944,0.2622749327122367,2.6963025958877713,0.0070113941755486795,0.06918958649095609
Endogenous,ACVR1C,NM_145259.2,74.14814814814815,0.7631066437947631,0.28349802926380296,2.691752904866477,0.007107758483822135,0.06918958649095609
Endogenous,FN1,NM_212482.1,31601.537037037036,-0.7893226693678337,0.2940927687976634,-2.6839240984904658,0.007276362349342779,0.06974113451754695
Endogenous,FBXW7,NM_018315.4,369.5925925925926,0.5734075446253916,0.21463860448965755,2.6715023888119878,0.007551253501507817,0.07127925653696016
Endogenous,CDC14B,NM_003671.3,274.18518518518516,0.511408649046321,0.19309295889867928,2.6485100853142445,0.008084743692903972,0.07475335802706956
Endogenous,PIM1,NM_002648.2,1925.111111111111,0.7164731064787581,0.27083664229610505,2.6454068415729353,0.008159275033452216,0.07475335802706956
Endogenous,TGFBR2,NM_001024847.1,1858.3333333333333,0.6519399849289578,0.2480245377840352,2.628530187995463,0.008575474372851987,0.0774278338302433
Endogenous,ITGB6,NM_001282353.1,1222.0555555555557,-1.1087168230826667,0.42439032277444627,-2.6124931780593976,0.00898844861708455,0.0799971926920525
Endogenous,COL4A4,NM_000092.4,140.35185185185185,0.6367370583881604,0.24542357598573375,2.5944412871939138,0.009474479418053537,0.08286858388609339
Endogenous,DDB2,NM_000107.1,330.3888888888889,0.425572214255829,0.16426694987520318,2.590735474050894,0.009577107608023633,0.08286858388609339
Endogenous,NFKBIA,NM_020529.1,3387.8518518518517,0.3704969944739012,0.14384469955242166,2.5756735953894507,0.010004503903074518,0.08520199811358667
Endogenous,SFRP2,NM_003013.2,8953.25925925926,1.1491310735358649,0.4468386097593389,2.5716915423999973,0.010120301541581722,0.08520199811358667
Endogenous,NOS3,NM_000603.4,212.46296296296296,0.4842736778729353,0.1894798869512651,2.555805186845463,0.010594241331299516,0.08800283132532798
Endogenous,SPP1,NM_000582.2,9582.907407407407,-0.8793317536781156,0.3502458888375825,-2.510612634445177,0.01205218669011062,0.09879621457814364
Endogenous,FZD8,NM_031866.1,662.425925925926,0.8846629681664558,0.3537304359024435,2.5009523591304426,0.012385983895925382,0.10021386970339628
Endogenous,MAP2K1,NM_002755.2,1134.648148148148,0.3250436509339917,0.13033871752782103,2.4938380329284007,0.012637019333317994,0.10093414159816808
Endogenous,PPP3CC,NM_005605.3,320.55555555555554,0.3696560807732834,0.1493309456021915,2.4754151209758257,0.013308139076660471,0.10494899550328449
Endogenous,FGF2,NM_002006.4,478.01851851851853,0.7982798749650553,0.32355308095178476,2.4672300217843186,0.013616285751661752,0.1060368252910659
Endogenous,LAMA3,NM_000227.3,194.16666666666666,0.7797678127666081,0.31811138201653355,2.4512414734222885,0.014236441218180136,0.1094975664064966
Endogenous,FGF7,NM_002009.3,435.94444444444446,0.6961455516583757,0.2855570049255508,2.437851425987157,0.014774845175063417,0.11225278712273791
Endogenous,SOCS1,NM_003745.1,335.14814814814815,-0.5871115355822691,0.242228112206624,-2.4237960252997173,0.015359229614392083,0.1152867475875454
Endogenous,MYD88,NM_002468.3,1743.7037037037037,-0.35243673923855734,0.14620769888501156,-2.4105210732831477,0.01592975103185271,0.11814565348624094
Endogenous,FOSL1,NM_005438.2,236.7962962962963,0.648658349499352,0.2719410155458438,2.3852906050135756,0.017065634510462772,0.12508106235315655
Endogenous,MYCN,NM_005378.4,88.51851851851852,-0.7148967316723387,0.3024162964902187,-2.36394909920293,0.01808129665804649,0.1302814845835991
Endogenous,DLL4,NM_019074.2,305.74074074074076,0.4378338540787715,0.18539254801571253,2.361658323190336,0.018193401538961672,0.1302814845835991
Housekeeping,CNOT4,NM_001190848.1,891.074074074074,0.2056997413773584,0.08762131852556498,2.3475992468355984,0.0188948386067542,0.13376686877281665
Endogenous,CDKN2D,NM_001800.3,331.5925925925926,0.5400880222027171,0.23099820592616657,2.338061544838769,0.019384055719449716,0.13409981859327158
Endogenous,JAG1,NM_000214.2,1326.0185185185185,0.7043558320184453,0.3017113999198691,2.33453502985142,0.019567724039104947,0.13409981859327158
Endogenous,COL11A1,NM_001854.3,3089.1666666666665,-0.9794895887227002,0.4196335044322014,-2.3341548717565583,0.019587613951826188,0.13409981859327158
Endogenous,CCND2,NM_001759.2,1007.1851851851852,0.6401517316472951,0.2765770861741815,2.3145508563357384,0.020637524995536047,0.13975193556759735
Endogenous,BMP2,NM_001200.2,111.18518518518519,0.7746187112115239,0.3406956022118806,2.273638714977553,0.022987717715117442,0.1539929907152491
Endogenous,GRB2,NM_002086.4,3028.185185185185,-0.32684762757371955,0.14553570571940763,-2.2458243216539637,0.024715262795907033,0.1638043481047881
Endogenous,INHBA,NM_002192.2,960,-0.6756890350905241,0.3050070370232124,-2.215322773156546,0.02673791782282216,0.17534445056440218
Endogenous,GATA3,NM_001002295.1,144.8148148148148,-0.9364565823326424,0.42427016591800526,-2.207217611698916,0.027298859937112376,0.1771582264668855
Endogenous,B2M,NM_004048.2,83116.07407407407,-0.4559013820565118,0.20904874142833832,-2.180837726845604,0.029195421037274842,0.18573616238698568
Endogenous,DNMT3A,NM_022552.3,1230.611111111111,-0.2725087729610036,0.12516309852893914,-2.1772293604412205,0.029463458703962955,0.18573616238698568
Endogenous,CACNB3,NM_000725.2,423.3333333333333,-0.4019612569498367,0.18467918273828543,-2.1765379886885703,0.02951505630226578,0.18573616238698568
Endogenous,GRIA3,NM_000828.4,155.11111111111111,0.6000586366068784,0.27762040939917315,2.1614356016026592,0.030661706488148553,0.19005718097804974
Endogenous,GNG4,NM_004485.2,247.59259259259258,-1.0279614586405132,0.47601952646590784,-2.1594943095556713,0.030811838328704693,0.19005718097804974
Endogenous,ATM,NM_138292.3,638.4814814814815,0.3576517221703092,0.16772041294485165,2.132428103953626,0.03297166906964576,0.19737543643880692
Endogenous,CSF3R,NM_156038.2,313.3703703703704,-0.5997467787454451,0.2816396865776085,-2.1294824817956868,0.03321436273950685,0.19737543643880692
Endogenous,SETD2,NM_014159.6,949.4444444444445,0.27114028405915,0.1273878751551595,2.128462255366917,0.033298776210526175,0.19737543643880692
Endogenous,HSPB1,NM_001540.3,6648.907407407408,0.636390687250526,0.2990547988478346,2.1280069395386465,0.03333650821778502,0.19737543643880692
Endogenous,RPS6KA5,NM_004755.2,513.3518518518518,0.34903025641345525,0.16424557192761643,2.1250512407559703,0.03358233750002172,0.19737543643880692
Endogenous,FGF1,NM_033137.1,222,-0.554045391838639,0.26491933451146654,-2.0913739378831866,0.036494556560567354,0.21248699754423797
Endogenous,MED12,NM_005120.2,684.5185185185185,-0.2660160014827837,0.1279667350146878,-2.0787902532033096,0.037636633143724875,0.21710761526426478
Endogenous,PHF6,NM_032335.3,774.8888888888889,-0.36528600259808325,0.1765386126620666,-2.0691564133752443,0.03853141135755519,0.22022999335556773
Endogenous,HHEX,NM_002729.4,417.0925925925926,0.5692242444272956,0.27673108189797413,2.056958114438184,0.03969025507064059,0.22479117190008263
Endogenous,CREB5,NM_182898.2,380.27777777777777,0.5347438793440963,0.2609243132198658,2.0494214308556926,0.040420923416512315,0.22655250354226342
Endogenous,GHR,NM_000163.2,203.37037037037038,0.5237890184415981,0.25614958661313597,2.0448559974944613,0.040869057141290806,0.22655250354226342
Endogenous,GZMB,NM_004131.3,290,-0.6169511718812005,0.30204229320416665,-2.042598621988908,0.04109218764089208,0.22655250354226342
Endogenous,WNT7B,NM_058238.1,151.66666666666666,-0.7087783899988821,0.3476574095924988,-2.0387265464287547,0.04147732679011004,0.22666995254595224
Endogenous,WNT10B,NM_003394.2,64.07407407407408,0.5039504793984707,0.24887126758111972,2.0249443991528984,0.04287307383921895,0.232260217407247
Endogenous,SOS2,NM_006939.2,987.9814814814815,0.3719098468845923,0.18464203995972012,2.014220851143785,0.04398635146534968,0.23623704278373148
Endogenous,TNF,NM_000594.2,345.64814814814815,-0.5152073828354067,0.2574030214165208,-2.001559189166298,0.045332161943358665,0.24138407598899528
Endogenous,NF1,NM_000267.2,1215.388888888889,-0.2492669718375269,0.12511558714890114,-1.9922935064906993,0.0463388637565947,0.24465349254541097
Endogenous,BMP4,NM_001202.2,174.57407407407408,0.6953094557989907,0.3499084361556827,1.987118297112536,0.04690928906540247,0.2449456734586141
Endogenous,PPARG,NM_015869.3,219.4814814814815,0.5483030932638974,0.2762683349444754,1.9846758528229294,0.04718054705462872,0.2449456734586141
Endogenous,GNAQ,NM_002072.2,1227.7037037037037,0.26181689634335725,0.13249166093204662,1.9761009447805171,0.04814334545288663,0.24787854724916009
Endogenous,MMP9,NM_004994.2,3105.3333333333335,-0.6964114030874204,0.3537163226939427,-1.9688415784249764,0.048971286026440325,0.25007468192190424
Housekeeping,FCF1,NM_015962.4,3705.5185185185187,0.2203567186447191,0.11287789013324796,1.9521690065662687,0.050918142576630195,0.2537520036937708
Endogenous,FZD3,NM_017412.2,348.1666666666667,-0.43820981316054164,0.2247023373860729,-1.9501791492610525,0.05115477007753399,0.2537520036937708
Endogenous,ALKBH2,NM_001001655.2,238.07407407407408,0.3302613654928408,0.16960452654899183,1.9472438160277625,0.05150551094936902,0.2537520036937708
Endogenous,SETBP1,NM_015559.2,869.5,0.5296508739761219,0.27208583522542046,1.9466315603578235,0.05157892207259307,0.2537520036937708
Endogenous,MLH1,NM_000249.2,918.6851851851852,0.221272377597729,0.1139028540842599,1.9426412040039158,0.05205952479170492,0.2537520036937708
Endogenous,XPA,NM_000380.3,496.2037037037037,0.3498182738266,0.18013157075489422,1.9420153411230683,0.05213524313451472,0.2537520036937708
Endogenous,MYC,NM_002467.3,3751.0555555555557,0.6142024927338644,0.3173445176175183,1.9354438430038872,0.05293585358942642,0.2543022840175405
Endogenous,DUSP8,NM_004420.2,178.16666666666666,-0.40465461546991155,0.20918932687953923,-1.934394175391798,0.05306468205823478,0.2543022840175405
Endogenous,CDK6,NM_001259.5,936.0925925925926,0.4779822198875797,0.2492286007987825,1.917846580832366,0.055130467383837964,0.2607637315559534
Endogenous,HSPA2,NM_021979.3,380.1111111111111,0.7251680310288867,0.37830165020351336,1.916904223491415,0.05525010042598049,0.2607637315559534
Endogenous,PLA1A,NM_015900.2,78.5,0.5249208232687063,0.27466824011590607,1.9111085542587567,0.055990632080490134,0.2622719081665064
Endogenous,AKT3,NM_181690.1,1783.8703703703704,0.5079516208171285,0.26784151251996374,1.8964633825358495,0.057898797562041485,0.26918620060561077
Endogenous,CACNA1D,NM_000720.2,131.64814814814815,-0.7147220075623855,0.37782838339603225,-1.8916577974853412,0.05853658971453011,0.27013552142335007
Endogenous,DTX4,NM_015177.1,294.27777777777777,-0.4380313206864144,0.23288410299172846,-1.8808983312268952,0.05998575027855209,0.2740949003340811
Endogenous,NUMBL,NM_004756.3,752.5925925925926,0.3235588444160005,0.1722174872215242,1.8787804283766214,0.06027448049080115,0.2740949003340811
Endogenous,HDAC5,NM_005474.4,1007,0.2748927944951902,0.14669750695895406,1.873875024829871,0.060947652543205694,0.275147735756646
Endogenous,RUNX1,NM_001754.4,1377.2037037037037,-0.3547067924324126,0.19062426705033095,-1.8607640985119622,0.06277749749773386,0.2813696470581884
Endogenous,ATR,NM_001184.2,1027.037037037037,-0.2691557972457964,0.14525390244016104,-1.8530021756673845,0.06388204681373337,0.2842751083211135
Endogenous,FANCF,NM_022725.2,403.01851851851853,-0.36094769616930483,0.1958315424026374,-1.843154027900072,0.06530652486457308,0.2885529431959506
Endogenous,RHOA,NM_001664.2,2911.5185185185187,-0.2541784020099278,0.13839915815212775,-1.8365603187451185,0.06627482981976515,0.288762469431551
Endogenous,MAP3K8,NM_005204.2,475.5925925925926,-0.3393251932429004,0.1850075094306021,-1.8341157842037985,0.06663680888076857,0.288762469431551
Endogenous,NTRK2,NM_001007097.1,868.0185185185185,0.788063689171754,0.42983941696915556,1.8333909317309163,0.06674445521371322,0.288762469431551
Endogenous,JAK1,NM_002227.1,2395.6481481481483,0.2206100204449082,0.12118037986179027,1.8205093984399152,0.06868146631423393,0.295093472508743
Endogenous,ABL1,NM_005157.3,1137.6666666666667,0.2513760491498951,0.13910420112365415,1.80710609111251,0.0707457391201629,0.3018807909031609
Endogenous,TNFAIP3,NM_006290.2,1286.6296296296296,0.3651030144662208,0.2024691165897659,1.8032528645145254,0.07134851154753784,0.30238178703480323
Endogenous,CACNB2,NM_000724.3,95.72222222222223,0.4397441908843832,0.24601698941288538,1.7874545653689362,0.07386404923324899,0.3093139382102372
Housekeeping,ZNF346,NM_012279.2,349.22222222222223,0.25412613807511164,0.1422277836298174,1.7867545397215574,0.07397716981272126,0.3093139382102372
Endogenous,RASA4,NM_001079877.2,1206.148148148148,0.38313034130818546,0.2166013630226284,1.7688270099581958,0.0769227478252162,0.3194858126340646
Endogenous,TNN,NM_022093.1,106.33333333333333,-0.6762655411871101,0.3835812064100346,-1.763030956381649,0.07789526873181991,0.31974188549986027
Endogenous,PLAU,NM_002658.2,2263.759259259259,-0.4862549793446003,0.2759134627996394,-1.762345970401977,0.07801086130975723,0.31974188549986027
Endogenous,PIK3R1,NM_181504.2,1664.962962962963,0.4489395811721048,0.25542754650740834,1.757600491061695,0.07881550974454204,0.3209285135349653
Endogenous,SHC2,NM_012435.2,275.94444444444446,0.6061400497888256,0.34554715745967624,1.7541456692768755,0.07940554996187547,0.32123154302758716
Endogenous,MAPK12,NM_002969.3,157.77777777777777,0.4279178832474759,0.24499728095524234,1.7466229893614642,0.0807027567259642,0.3243730157437142
Endogenous,DAXX,NM_001350.3,1333.7407407407406,-0.22456474374095303,0.12941295905763822,-1.7352570049876992,0.0826952935444649,0.3302510761423182
Endogenous,CCNA1,NM_003914.3,99.37037037037037,0.5802209485060468,0.33573880730031636,1.7281914866250259,0.08395389954196684,0.33314190709965186
Endogenous,FGF10,NM_004465.1,89.01851851851852,0.5321168117554937,0.3096904426801968,1.7182216123633707,0.08575620088112107,0.3376714192009228
Endogenous,PDGFA,NM_002607.5,291.31481481481484,-0.42961247369437183,0.25037074169882445,-1.7159052642467327,0.0861793830705405,0.3376714192009228
Endogenous,PPP2CB,NM_001009552.1,2405.8333333333335,0.22317809956108553,0.13069638230637634,1.7076073233451485,0.08770922861656613,0.34005827839339464
Endogenous,MFNG,NM_002405.2,316.77777777777777,0.4044259918251007,0.23713570356159866,1.7054622553707797,0.08810824602291578,0.34005827839339464
Housekeeping,AMMECR1L,NM_001199140.1,857.4814814814815,-0.13728553469913798,0.08057801164535786,-1.7037592749665111,0.08842606918094692,0.34005827839339464
Endogenous,ACVR2A,NM_001616.3,391,0.2562497904866709,0.15072019038255283,1.7001689676496987,0.08909914757836146,0.3405445947320196
Endogenous,WHSC1L1,NM_017778.2,2000.7222222222222,-0.3087948502614482,0.18224738115862962,-1.6943719481635273,0.0901946265459194,0.3426295874274865
Endogenous,CACNB4,NM_001005747.2,73.05555555555556,0.4920983619958143,0.29295269963114523,1.6797877698871253,0.09299861554334865,0.35003472347861603
Endogenous,POLR2D,NM_004805.3,915.8888888888889,-0.2356496294958051,0.1404007696677305,-1.6784069635336654,0.09326767912913364,0.35003472347861603
Endogenous,BCOR,NM_001123383.1,531.7037037037037,-0.20491594182597975,0.12280491326789722,-1.6686298322523827,0.09519076288667241,0.35302980425125124
Endogenous,PRKCB,NM_212535.1,304.7037037037037,0.5207005446589118,0.31206057360251327,1.668588052145778,0.09519904833741606,0.35302980425125124
Endogenous,SPRY2,NM_005842.2,528.425925925926,0.4209415566806099,0.2534141550798966,1.6610814677968369,0.09669708590995663,0.35498185011145295
Endogenous,HDAC2,NM_001527.1,3670.8703703703704,-0.35729643659266386,0.21520696197660505,-1.660245715617254,0.09686503133057303,0.35498185011145295
Endogenous,ACVR1B,NM_004302.3,261.8703703703704,-0.2900433442541065,0.17519881497458276,-1.6555097378722852,0.09782114277555248,0.3563893096442643
Endogenous,PRLR,NM_001204318.1,687.8518518518518,-0.5089440845336114,0.31050249530625335,-1.639098210890808,0.1011928076097676,0.3665297624470071
Housekeeping,TLK2,NM_006852.2,1007.7592592592592,-0.26466397530743563,0.16206042673889956,-1.6331190817721573,0.10244395409467637,0.367612696339292
Endogenous,TNFSF10,NM_003810.2,2987.574074074074,-0.4106018735483002,0.2515887517695802,-1.6320358945313804,0.10267192482028381,0.367612696339292
Endogenous,BRIP1,NM_032043.1,470.31481481481484,-0.43314465092337423,0.2676316927097387,-1.6184355691877772,0.10556876172773333,0.37344112844892935
Endogenous,CACNG4,NM_014405.2,256.27777777777777,-0.7454710453917257,0.4622054043937869,-1.612856618086196,0.10677566206713326,0.37344112844892935
Endogenous,RASGRP2,NM_001098670.1,282.0925925925926,0.5608766565777025,0.3478106855019716,1.6125917919060686,0.10683322291764903,0.37344112844892935
Endogenous,MMP7,NM_002423.3,6264.314814814815,-0.8214456878430622,0.5105520762436989,-1.6089361420028114,0.10763030560775551,0.37344112844892935
Endogenous,PLA2G4A,NM_024420.2,178.96296296296296,-0.47893433736518165,0.29793210027904715,-1.6075284835591914,0.10793848625159883,0.37344112844892935
Housekeeping,TTC31,NR,805.5,0.1732760443727608,0.10786484865465973,1.6064180920284945,0.10818207835456542,0.37344112844892935
Endogenous,MAP2K2,NM_030662.2,2297.814814814815,0.26907546871023147,0.16764918433514284,1.604991218879599,0.10849573715771461,0.37344112844892935
Endogenous,RBX1,NM_014248.2,4368.925925925926,0.1947716898415166,0.12257454842888049,1.5890059750415961,0.11205904374845861,0.383586726677416
Endogenous,CREB3L1,NM_052854.1,1182.6296296296296,0.5190955614837127,0.32846724987105536,1.580357133587873,0.11402510252764088,0.38818381898754245
Endogenous,THBS4,NM_003248.3,679.7222222222222,0.71254463541508,0.45333155712919015,1.5717957953940087,0.11599791697678404,0.3927538167203068
Endogenous,FGFR1,NM_015850.2,1856.4259259259259,0.4616747953098066,0.2962746764732044,1.5582661360244918,0.11917017297301102,0.3987711177989741
Endogenous,FLT1,NM_002019.4,554.425925925926,-0.31148734985649973,0.20043852362707942,-1.5540293563328638,0.12017741434648566,0.3987711177989741
Endogenous,CDKN1C,NM_000076.2,733.7777777777778,0.4818109636950589,0.3106496217219714,1.550978755500547,0.12090677520676897,0.3987711177989741
Endogenous,WEE1,NM_003390.3,1401.1666666666667,-0.33449618827951977,0.2157398656126911,-1.5504607242132384,0.12103097337836176,0.3987711177989741
Endogenous,STK11,NM_000455.4,1149.111111111111,0.21984768363816826,0.14192027393353843,1.5490928642170139,0.121359398033629,0.3987711177989741
